created At,tree ID,curb loc,status,spc common,zip city,boroName
7/14/2015,65191,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
6/18/2015,25754,OffsetFromCurb,Alive,Siberian elm,Brooklyn,Brooklyn
6/22/2015,29827,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
7/29/2015,104063,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
7/14/2015,65123,OnCurb,Alive,Siberian elm,Bronx,Bronx
6/30/2015,42752,OnCurb,Alive,weeping willow,Howard Beach,Queens
7/24/2015,90016,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
7/13/2015,62708,OnCurb,Alive,Siberian elm,College Point,Queens
5/19/2015,311,OnCurb,Alive,Siberian elm,Bronx,Bronx
9/11/2015,215219,OnCurb,Alive,littleleaf linden,Bronx,Bronx
7/16/2015,73131,OnCurb,Alive,black locust,New York,Manhattan
8/13/2015,141604,OnCurb,Alive,Schumard's oak,Staten Island,Staten Island
8/8/2015,127213,OnCurb,Alive,black locust,New York,Manhattan
8/3/2015,113560,OnCurb,Alive,Cornelian cherry,Staten Island,Staten Island
8/17/2015,152466,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/17/2015,152985,OffsetFromCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/19/2015,158982,OnCurb,Alive,golden raintree,Rockaway Park,Queens
8/13/2015,143325,OnCurb,Alive,Atlas cedar,Forest Hills,Queens
7/29/2015,101543,OnCurb,Alive,golden raintree,Bayside,Queens
8/18/2015,156378,OnCurb,Alive,Schumard's oak,New York,Manhattan
8/29/2015,186041,OnCurb,Alive,Cornelian cherry,Bronx,Bronx
7/24/2015,90947,OnCurb,Alive,black locust,Ridgewood,Queens
8/19/2015,158447,OnCurb,Alive,scarlet oak,Brooklyn,Brooklyn
9/7/2015,208151,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/12/2015,141003,OnCurb,Alive,swamp white oak,Queens Village,Queens
8/29/2015,184521,OffsetFromCurb,Alive,swamp white oak,Bronx,Bronx
8/11/2015,135019,OnCurb,Alive,silver maple,Cambria Heights,Queens
8/22/2015,165384,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/2/2015,112489,OnCurb,Alive,silver maple,College Point,Queens
8/17/2015,154673,OnCurb,Alive,silver maple,Springfield Gardens,Queens
8/26/2015,178218,OnCurb,Alive,eastern redcedar,Brooklyn,Brooklyn
8/10/2015,134081,OnCurb,Alive,silver maple,Rosedale,Queens
7/31/2015,107126,OnCurb,Alive,black cherry,Jamaica,Queens
9/1/2015,193945,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/31/2015,191237,OnCurb,Alive,silver maple,Forest Hills,Queens
9/4/2015,201596,OffsetFromCurb,Alive,Sophora,Rockaway Park,Queens
9/5/2015,204270,OnCurb,Alive,Sophora,New York,Manhattan
9/8/2015,209945,OnCurb,Alive,Sophora,Long Island City,Queens
9/2/2015,198554,OnCurb,Alive,Sophora,Jackson Heights,Queens
8/20/2015,161045,OnCurb,Alive,Sophora,Staten Island,Staten Island
9/4/2015,202689,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/8/2015,208807,OnCurb,Alive,Callery pear,New York,Manhattan
9/8/2015,209620,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/29/2015,183614,OnCurb,Alive,Callery pear,Astoria,Queens
8/30/2015,188217,OnCurb,Alive,Callery pear,Jackson Heights,Queens
9/1/2015,193944,OnCurb,Alive,silver linden,Bronx,Bronx
8/29/2015,186890,OnCurb,Alive,Callery pear,Bronx,Bronx
9/3/2015,200719,OnCurb,Alive,Callery pear,Astoria,Queens
8/18/2015,157517,OnCurb,Alive,horse chestnut,Bayside,Queens
8/28/2015,181983,OnCurb,Alive,littleleaf linden,Jamaica,Queens
8/30/2015,189348,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,196023,OnCurb,Alive,horse chestnut,Bronx,Bronx
8/25/2015,172836,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/31/2015,192252,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
8/31/2015,191945,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/29/2015,187165,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/6/2015,205792,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/29/2015,187767,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/29/2015,187776,OnCurb,Alive,littleleaf linden,Bronx,Bronx
9/2/2015,198397,OnCurb,Alive,littleleaf linden,Flushing,Queens
9/10/2015,214173,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/20/2015,161996,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/20/2015,162003,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/25/2015,174396,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/23/2015,168680,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
7/24/2015,90214,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
7/24/2015,90218,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/8/2015,127854,OnCurb,Alive,Schumard's oak,Brooklyn,Brooklyn
8/15/2015,146102,OnCurb,Alive,black locust,Brooklyn,Brooklyn
8/26/2015,176318,OnCurb,Alive,golden raintree,Arverne,Queens
8/6/2015,122881,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/5/2015,121484,OnCurb,Alive,Schumard's oak,New York,Manhattan
8/1/2015,110670,OnCurb,Alive,golden raintree,Brooklyn,Brooklyn
8/22/2015,166590,OnCurb,Alive,black locust,Brooklyn,Brooklyn
9/8/2015,208880,OnCurb,Alive,cherry,Astoria,Queens
6/24/2015,33082,OnCurb,Alive,American hornbeam,Brooklyn,Brooklyn
6/16/2015,22785,OnCurb,Alive,American hornbeam,Long Island City,Queens
6/16/2015,22786,OnCurb,Alive,American hornbeam,Long Island City,Queens
7/16/2015,70835,OnCurb,Alive,American hornbeam,Staten Island,Staten Island
7/13/2015,63747,OnCurb,Alive,American hornbeam,Staten Island,Staten Island
6/22/2015,29738,OnCurb,Alive,American hornbeam,Staten Island,Staten Island
7/20/2015,81177,OnCurb,Alive,American hornbeam,Staten Island,Staten Island
8/7/2015,124997,OnCurb,Alive,American hornbeam,Bayside,Queens
7/27/2015,95535,OnCurb,Alive,silver birch,Little Neck,Queens
7/18/2015,77333,OnCurb,Alive,American hornbeam,Brooklyn,Brooklyn
8/23/2015,169739,OnCurb,Alive,eastern hemlock,Brooklyn,Brooklyn
8/23/2015,169740,OnCurb,Alive,eastern hemlock,Brooklyn,Brooklyn
8/29/2015,183930,OnCurb,Alive,sawtooth oak,Bronx,Bronx
9/3/2015,199174,OffsetFromCurb,Alive,Norway maple,Fresh Meadows,Queens
8/26/2015,178216,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,180713,OnCurb,Alive,Norway maple,Ridgewood,Queens
8/29/2015,185034,OnCurb,Alive,Norway maple,Bronx,Bronx
8/27/2015,180749,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/21/2015,164839,OnCurb,Alive,Norway maple,Flushing,Queens
9/1/2015,194458,OnCurb,Alive,Norway maple,East Elmhurst,Queens
9/1/2015,194051,OnCurb,Dead,,Bronx,Bronx
8/29/2015,184291,OnCurb,Alive,northern red oak,Bronx,Bronx
8/29/2015,185036,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
8/24/2015,171766,OnCurb,Stump,,Forest Hills,Queens
9/1/2015,194653,OnCurb,Stump,,Staten Island,Staten Island
8/29/2015,183921,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
8/10/2015,134262,OnCurb,Alive,eastern redcedar,Queens Village,Queens
8/20/2015,162206,OnCurb,Alive,silver maple,Staten Island,Staten Island
9/4/2015,201446,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
8/18/2015,157826,OnCurb,Alive,silver maple,Astoria,Queens
8/22/2015,166341,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/15/2015,147598,OnCurb,Alive,silver maple,Queens Village,Queens
8/19/2015,159755,OnCurb,Alive,silver maple,Bronx,Bronx
9/8/2015,210831,OnCurb,Alive,silver maple,Springfield Gardens,Queens
9/1/2015,195762,OnCurb,Alive,silver maple,Astoria,Queens
9/4/2015,202146,OnCurb,Alive,eastern redcedar,Bronx,Bronx
8/29/2015,185868,OnCurb,Alive,black cherry,Bronx,Bronx
8/5/2015,120490,OnCurb,Alive,black cherry,New York,Manhattan
8/27/2015,180822,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/24/2015,170916,OnCurb,Alive,sweetgum,Flushing,Queens
8/24/2015,171065,OnCurb,Alive,white oak,Brooklyn,Brooklyn
8/21/2015,164349,OnCurb,Alive,white oak,New York,Manhattan
8/29/2015,185539,OnCurb,Alive,Sophora,Bronx,Bronx
8/18/2015,156142,OnCurb,Alive,Sophora,Arverne,Queens
8/25/2015,173907,OnCurb,Alive,sweetgum,Brooklyn,Brooklyn
8/27/2015,180929,OnCurb,Alive,Sophora,Elmhurst,Queens
8/26/2015,178755,OnCurb,Alive,Sophora,New York,Manhattan
8/28/2015,182282,OnCurb,Alive,sweetgum,Staten Island,Staten Island
9/1/2015,193912,OnCurb,Alive,white oak,Bronx,Bronx
8/27/2015,180159,OnCurb,Alive,Sophora,Long Island City,Queens
8/22/2015,165249,OnCurb,Alive,sweetgum,East Elmhurst,Queens
8/25/2015,174226,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
9/4/2015,201896,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/8/2015,209545,OnCurb,Alive,Callery pear,Astoria,Queens
8/30/2015,190189,OnCurb,Alive,Callery pear,Astoria,Queens
8/23/2015,167636,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/30/2015,189121,OnCurb,Alive,Callery pear,Astoria,Queens
9/6/2015,206667,OnCurb,Alive,Callery pear,East Elmhurst,Queens
8/30/2015,190432,OnCurb,Alive,Callery pear,New York,Manhattan
9/8/2015,209843,OnCurb,Alive,Callery pear,Bronx,Bronx
9/1/2015,193431,OnCurb,Alive,silver linden,Jackson Heights,Queens
9/6/2015,206712,OnCurb,Alive,Callery pear,New York,Manhattan
9/11/2015,214823,OnCurb,Alive,Callery pear,Elmhurst,Queens
9/5/2015,205231,OnCurb,Alive,Callery pear,Kew Gardens,Queens
8/6/2015,123114,OnCurb,Alive,empress tree,Ridgewood,Queens
7/5/2015,49379,OnCurb,Alive,black walnut,Bayside,Queens
7/17/2015,74029,OnCurb,Alive,Siberian elm,New York,Manhattan
8/5/2015,121718,OnCurb,Alive,black walnut,Brooklyn,Brooklyn
8/3/2015,113816,OnCurb,Alive,Siberian elm,Astoria,Queens
8/15/2015,146922,OnCurb,Alive,black walnut,Brooklyn,Brooklyn
7/21/2015,81935,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
8/16/2015,150316,OnCurb,Alive,black walnut,Brooklyn,Brooklyn
8/19/2015,158729,OnCurb,Alive,Siberian elm,Arverne,Queens
5/27/2015,3962,OnCurb,Alive,Siberian elm,Staten Island,Staten Island
8/23/2015,167814,OnCurb,Alive,purple-leaf plum,Astoria,Queens
8/31/2015,190649,OnCurb,Alive,cherry,New York,Manhattan
8/31/2015,192314,OnCurb,Alive,purple-leaf plum,Brooklyn,Brooklyn
8/30/2015,188534,OnCurb,Alive,cherry,Whitestone,Queens
8/28/2015,183540,OnCurb,Alive,sugar maple,Oakland Gardens,Queens
8/12/2015,140241,OnCurb,Alive,eastern cottonwood,New York,Manhattan
8/15/2015,146876,OnCurb,Alive,American hornbeam,Brooklyn,Brooklyn
8/20/2015,162969,OnCurb,Alive,American hornbeam,Bronx,Bronx
9/2/2015,197930,OnCurb,Alive,American hornbeam,Brooklyn,Brooklyn
7/16/2015,73322,OnCurb,Alive,silver birch,Jackson Heights,Queens
8/22/2015,165410,OnCurb,Alive,American hornbeam,Bronx,Bronx
6/24/2015,32110,OnCurb,Alive,silver birch,Staten Island,Staten Island
8/28/2015,182357,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/28/2015,183376,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/22/2015,165709,OnCurb,Alive,Callery pear,Woodhaven,Queens
9/7/2015,208612,OnCurb,Alive,Callery pear,Jackson Heights,Queens
8/29/2015,187687,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/29/2015,187688,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/1/2015,195262,OnCurb,Alive,littleleaf linden,Elmhurst,Queens
8/25/2015,172834,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/7/2015,208300,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/27/2015,181324,OnCurb,Alive,littleleaf linden,Springfield Gardens,Queens
9/2/2015,196225,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/31/2015,192311,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
8/31/2015,192245,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
8/30/2015,188442,OnCurb,Alive,littleleaf linden,Astoria,Queens
9/1/2015,194258,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/27/2015,179720,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/29/2015,186965,OnCurb,Alive,littleleaf linden,Arverne,Queens
8/29/2015,184557,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/29/2015,184057,OnCurb,Alive,littleleaf linden,Bronx,Bronx
9/7/2015,208753,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/1/2015,195132,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/1/2015,194498,OnCurb,Alive,Callery pear,Bronx,Bronx
8/27/2015,180645,OnCurb,Alive,silver linden,Woodside,Queens
9/1/2015,193898,OnCurb,Alive,silver linden,Long Island City,Queens
9/5/2015,203958,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/31/2015,191975,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/1/2015,193379,OnCurb,Alive,Callery pear,Jackson Heights,Queens
9/2/2015,198325,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/4/2015,203271,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/3/2015,200331,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/7/2015,208519,OnCurb,Alive,Callery pear,New York,Manhattan
9/1/2015,195919,OnCurb,Alive,Callery pear,New York,Manhattan
8/31/2015,192134,OnCurb,Stump,,Brooklyn,Brooklyn
8/29/2015,183909,OnCurb,Dead,,Bronx,Bronx
8/27/2015,180101,OnCurb,Alive,Japanese zelkova,Forest Hills,Queens
8/31/2015,192734,OnCurb,Alive,Japanese zelkova,Kew Gardens,Queens
8/26/2015,176840,OnCurb,Dead,,New York,Manhattan
9/2/2015,198953,OnCurb,Stump,,New York,Manhattan
8/18/2015,155651,OnCurb,Dead,,Brooklyn,Brooklyn
8/31/2015,191780,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
8/31/2015,193120,OnCurb,Stump,,Astoria,Queens
8/29/2015,184427,OnCurb,Alive,Chinese elm,Bronx,Bronx
9/1/2015,195273,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
8/28/2015,183542,OnCurb,Stump,,Oakland Gardens,Queens
8/22/2015,165711,OnCurb,Alive,northern red oak,Woodhaven,Queens
9/3/2015,200372,OnCurb,Stump,,Staten Island,Staten Island
8/20/2015,163153,OnCurb,Dead,,Astoria,Queens
8/10/2015,132942,OnCurb,Alive,hawthorn,New York,Manhattan
8/16/2015,150956,OnCurb,Alive,'Schubert' chokecherry,Jamaica,Queens
8/9/2015,130525,OnCurb,Alive,'Schubert' chokecherry,Astoria,Queens
8/8/2015,129566,OnCurb,Alive,'Schubert' chokecherry,Brooklyn,Brooklyn
7/31/2015,107127,OnCurb,Alive,empress tree,Jamaica,Queens
8/23/2015,168733,OnCurb,Alive,'Schubert' chokecherry,Rego Park,Queens
8/28/2015,181810,OnCurb,Alive,'Schubert' chokecherry,Brooklyn,Brooklyn
8/20/2015,162749,OnCurb,Alive,hawthorn,Bronx,Bronx
8/9/2015,130993,OnCurb,Alive,'Schubert' chokecherry,Astoria,Queens
8/15/2015,148952,OnCurb,Alive,'Schubert' chokecherry,Ridgewood,Queens
8/29/2015,185977,OnCurb,Alive,hawthorn,Bronx,Bronx
8/18/2015,155336,OnCurb,Alive,catalpa,Jamaica,Queens
8/31/2015,192797,OnCurb,Alive,hawthorn,Rockaway Park,Queens
8/28/2015,183272,OnCurb,Alive,cherry,Springfield Gardens,Queens
8/28/2015,183279,OnCurb,Alive,cherry,Springfield Gardens,Queens
8/18/2015,156053,OnCurb,Alive,cherry,Arverne,Queens
8/22/2015,164877,OnCurb,Alive,cherry,East Elmhurst,Queens
8/22/2015,165974,OnCurb,Alive,cherry,Brooklyn,Brooklyn
8/29/2015,187073,OnCurb,Alive,purple-leaf plum,East Elmhurst,Queens
8/14/2015,145132,OnCurb,Alive,cherry,Brooklyn,Brooklyn
8/19/2015,160051,OnCurb,Alive,purple-leaf plum,Brooklyn,Brooklyn
8/28/2015,183329,OnCurb,Alive,cherry,Springfield Gardens,Queens
8/24/2015,170404,OnCurb,Alive,purple-leaf plum,Flushing,Queens
9/1/2015,193875,OnCurb,Alive,sugar maple,Oakland Gardens,Queens
9/2/2015,197269,OnCurb,Alive,cherry,Staten Island,Staten Island
8/31/2015,192421,OnCurb,Alive,purple-leaf plum,Brooklyn,Brooklyn
9/9/2015,212384,OnCurb,Alive,purple-leaf plum,New York,Manhattan
8/25/2015,173697,OnCurb,Alive,Callery pear,New York,Manhattan
8/25/2015,174183,OnCurb,Alive,Callery pear,New York,Manhattan
8/31/2015,192953,OnCurb,Alive,Callery pear,New York,Manhattan
9/2/2015,198919,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/31/2015,192867,OnCurb,Alive,Callery pear,Rockaway Park,Queens
9/8/2015,209647,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/8/2015,208797,OnCurb,Alive,Callery pear,New York,Manhattan
9/8/2015,209429,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/8/2015,209430,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/4/2015,201660,OnCurb,Alive,Callery pear,Forest Hills,Queens
9/2/2015,198983,OnCurb,Alive,Callery pear,New York,Manhattan
9/2/2015,198984,OnCurb,Alive,Callery pear,New York,Manhattan
9/7/2015,208743,OnCurb,Alive,tree of heaven,New York,Manhattan
9/4/2015,203600,OnCurb,Alive,London planetree,Astoria,Queens
9/2/2015,198011,OnCurb,Alive,London planetree,Howard Beach,Queens
8/30/2015,189294,OnCurb,Alive,London planetree,Flushing,Queens
9/5/2015,203761,OnCurb,Alive,London planetree,Astoria,Queens
9/5/2015,203768,OnCurb,Alive,London planetree,Astoria,Queens
9/5/2015,203770,OnCurb,Alive,London planetree,Astoria,Queens
8/19/2015,160786,OnCurb,Alive,Amur maple,New York,Manhattan
9/8/2015,209743,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/3/2015,200653,OnCurb,Alive,Amur maple,Flushing,Queens
9/7/2015,208380,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/2/2015,196707,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/5/2015,205104,OnCurb,Alive,willow oak,Brooklyn,Brooklyn
8/27/2015,179434,OnCurb,Alive,London planetree,Jamaica,Queens
8/26/2015,178246,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/30/2015,189310,OnCurb,Alive,pin oak,Rego Park,Queens
8/31/2015,193050,OnCurb,Alive,hedge maple,Brooklyn,Brooklyn
8/31/2015,191463,OnCurb,Alive,pin oak,Kew Gardens,Queens
9/1/2015,194840,OnCurb,Alive,pin oak,East Elmhurst,Queens
9/4/2015,203214,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,196144,OnCurb,Alive,pin oak,Kew Gardens,Queens
9/3/2015,200556,OnCurb,Alive,red maple,Whitestone,Queens
9/4/2015,201659,OnCurb,Alive,pin oak,Forest Hills,Queens
8/31/2015,193000,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,198515,OnCurb,Alive,pin oak,New York,Manhattan
9/1/2015,193685,OnCurb,Alive,red maple,Brooklyn,Brooklyn
8/31/2015,191732,OnCurb,Alive,pin oak,Kew Gardens,Queens
8/9/2015,131770,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,167302,OnCurb,Alive,Norway maple,Rego Park,Queens
8/30/2015,188285,OnCurb,Alive,Norway maple,Jackson Heights,Queens
8/29/2015,187247,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/29/2015,187256,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,179604,OffsetFromCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/24/2015,170835,OnCurb,Alive,Norway maple,College Point,Queens
8/23/2015,168704,OnCurb,Alive,Norway maple,Ridgewood,Queens
8/20/2015,163190,OnCurb,Alive,Norway maple,Rego Park,Queens
8/30/2015,188194,OnCurb,Alive,Norway maple,Astoria,Queens
8/20/2015,163158,OnCurb,Alive,Norway maple,Rego Park,Queens
9/1/2015,194199,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,167270,OnCurb,Alive,Norway maple,Kew Gardens,Queens
9/8/2015,208890,OnCurb,Alive,cherry,Astoria,Queens
8/27/2015,179960,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/27/2015,179964,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,193675,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/25/2015,174998,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/26/2015,177220,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/3/2015,199591,OffsetFromCurb,Alive,holly,New York,Manhattan
8/27/2015,180364,OnCurb,Alive,littleleaf linden,Ridgewood,Queens
8/8/2015,127702,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/29/2015,185033,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/29/2015,187373,OnCurb,Alive,littleleaf linden,Corona,Queens
8/29/2015,187641,OnCurb,Alive,littleleaf linden,Forest Hills,Queens
9/2/2015,196147,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
9/1/2015,193857,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/3/2015,200373,OnCurb,Stump,,Staten Island,Staten Island
9/7/2015,208244,OnCurb,Alive,northern red oak,New York,Manhattan
8/28/2015,181921,OnCurb,Dead,,Brooklyn,Brooklyn
8/27/2015,180886,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,167232,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/21/2015,163488,OnCurb,Alive,Norway maple,Springfield Gardens,Queens
8/23/2015,167917,OnCurb,Alive,Norway maple,Astoria,Queens
8/20/2015,162433,OnCurb,Alive,Norway maple,Astoria,Queens
8/20/2015,162434,OnCurb,Alive,Norway maple,Astoria,Queens
8/17/2015,153578,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/15/2015,145908,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/9/2015,131282,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/19/2015,158507,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/27/2015,180917,OnCurb,Alive,Norway maple,Corona,Queens
8/29/2015,185233,OnCurb,Alive,Chinese elm,Bronx,Bronx
8/29/2015,183922,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
9/1/2015,193775,OnCurb,Dead,,Long Island City,Queens
9/2/2015,198030,OnCurb,Dead,,Flushing,Queens
8/28/2015,182804,OnCurb,Alive,Japanese zelkova,Astoria,Queens
8/30/2015,189813,OnCurb,Stump,,Brooklyn,Brooklyn
8/18/2015,155646,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/4/2015,203460,OnCurb,Alive,black oak,Oakland Gardens,Queens
8/29/2015,184426,OnCurb,Alive,black oak,Bronx,Bronx
9/2/2015,198037,OnCurb,Stump,,Fresh Meadows,Queens
9/2/2015,196215,OnCurb,Stump,,New York,Manhattan
9/2/2015,196676,OnCurb,Dead,,Kew Gardens,Queens
9/5/2015,204496,OnCurb,Alive,Chinese elm,Staten Island,Staten Island
8/27/2015,180303,OnCurb,Stump,,New York,Manhattan
9/1/2015,195272,OnCurb,Alive,crepe myrtle,Brooklyn,Brooklyn
9/1/2015,195463,OnCurb,Alive,red maple,Staten Island,Staten Island
9/2/2015,198221,OnCurb,Alive,pin oak,Flushing,Queens
9/8/2015,208874,OnCurb,Alive,pin oak,Astoria,Queens
8/27/2015,180094,OnCurb,Alive,pin oak,Forest Hills,Queens
9/3/2015,199039,OnCurb,Alive,pin oak,New York,Manhattan
9/3/2015,199046,OffsetFromCurb,Alive,pin oak,New York,Manhattan
8/27/2015,180530,OnCurb,Alive,red maple,Astoria,Queens
9/2/2015,196238,OnCurb,Alive,red maple,New York,Manhattan
9/2/2015,196631,OnCurb,Alive,pin oak,Kew Gardens,Queens
9/3/2015,200636,OnCurb,Alive,pin oak,Whitestone,Queens
8/27/2015,179937,OnCurb,Alive,pin oak,Jamaica,Queens
8/30/2015,189622,OnCurb,Alive,red maple,Flushing,Queens
8/22/2015,165254,OnCurb,Alive,Norway maple,East Elmhurst,Queens
8/30/2015,188484,OnCurb,Alive,Norway maple,Flushing,Queens
8/9/2015,131285,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/22/2015,166635,OnCurb,Alive,Norway maple,Saint Albans,Queens
8/31/2015,191235,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/27/2015,180789,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/26/2015,178131,OnCurb,Alive,Norway maple,Little Neck,Queens
8/30/2015,189863,OffsetFromCurb,Alive,Norway maple,Flushing,Queens
8/20/2015,163223,OnCurb,Alive,Norway maple,Rego Park,Queens
8/22/2015,166267,OnCurb,Alive,Norway maple,Saint Albans,Queens
8/27/2015,181075,OnCurb,Alive,Norway maple,Forest Hills,Queens
8/17/2015,153438,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
8/31/2015,191085,OnCurb,Alive,Norway maple,Kew Gardens,Queens
8/26/2015,177413,OnCurb,Alive,Norway maple,Brooklyn,Brooklyn
9/2/2015,198304,OnCurb,Alive,Japanese zelkova,Howard Beach,Queens
9/3/2015,200199,OnCurb,Dead,,Staten Island,Staten Island
8/31/2015,191779,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/2/2015,198272,OnCurb,Alive,Japanese zelkova,Staten Island,Staten Island
9/1/2015,196064,OnCurb,Alive,Japanese zelkova,New York,Manhattan
9/6/2015,206385,OnCurb,Alive,Japanese zelkova,Astoria,Queens
8/29/2015,187265,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/31/2015,191420,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/3/2015,200376,OnCurb,Stump,,Staten Island,Staten Island
9/8/2015,208957,OnCurb,Alive,Japanese zelkova,Astoria,Queens
8/29/2015,184902,OnCurb,Alive,northern red oak,Bronx,Bronx
8/27/2015,180420,OnCurb,Stump,,New York,Manhattan
8/27/2015,179854,OnCurb,Stump,,Forest Hills,Queens
9/3/2015,200510,OnCurb,Stump,,Fresh Meadows,Queens
8/29/2015,187262,OnCurb,Alive,American linden,New York,Manhattan
9/1/2015,194214,OnCurb,Alive,honeylocust,New York,Manhattan
8/31/2015,192593,OffsetFromCurb,Alive,honeylocust,Brooklyn,Brooklyn
